undp_hdi,ccodealp,ht_region,gle_cgdpc,imf_pop,ffp_hf,wef_qes,wdi_expedu,wdi_ners
0.68599999,IDN,SouthEastAsia,4780.0098,252.1649932861328,6.300000190734862,4.464125156402588,3.278609991073608,75.01837158203125
0.79000002,BHS,Caribbean,21672.029,0.3560000061988831,5.0,,,
0.86500001,GRC,WesternDem,25295.27,10.927000045776369,3.7999999523162837,2.999258995056152,,95.0673828125
0.74699998,BIH,EastEurope,8507.6504,3.871000051498413,5.5,2.355769157409668,,
0.41800001,ERI,SubSaharian,1007.28,,7.5999999046325675,,,28.41555976867676
0.58200002,LAO,SouthEastAsia,2926.77,6.8979997634887695,7.4000000953674325,3.834710359573364,3.320110082626343,50.828941345214844
0.42100000000000004,SSD,SubSaharian,,,6.9000000953674325,,1.7129700183868408,
0.90899998,SWE,WesternDem,39000.91,9.645000457763672,1.5,4.577005863189697,7.675089836120606,96.65155792236328
,TWN,EastAsia,33965.871,23.43400001525879,,3.908831357955933,,
0.64499998,MAR,NorthAfrica,3999.5601,33.179000854492195,7.5999999046325675,3.170891284942627,,56.14244842529297
0.89499998,BEL,WesternDem,33764.711,11.18099975585938,1.8999999761581419,5.328890800476074,6.5851402282714835,95.2855987548828
0.72399998,COL,LatAm,8761.1396,47.6619987487793,6.699999809265138,3.405907869338989,4.659409999847412,78.58606719970703
0.773,CUB,LatAm,5899.9399,,5.699999809265138,,,87.48567199707031
0.76800001,GEO,EastEurope,7148.5698,3.7300000190734863,5.400000095367432,3.20092511177063,1.983309984207153,92.05198669433594
0.73299998,MNG,EastAsia,6277.8999,2.881999969482422,3.0999999046325684,2.909875631332398,4.599870204925537,
0.88099998,ITA,WesternDem,32931.672,60.78300094604492,2.0,3.736852645874023,4.079850196838379,95.72698974609376
,SMR,WesternDem,42664.210999999996,0.034000001847743995,,,2.3837299346923833,
0.414,MOZ,SubSaharian,852.39001,25.73299980163574,7.4000000953674325,2.77046012878418,6.483220100402832,19.43997955322266
0.77399999,IRN,NorthAfrica,12889.28,75.1500015258789,6.199999809265138,3.0124309062957764,2.9541900157928467,80.731201171875
0.89899999,KOR,EastAsia,33181.891,50.74700164794922,3.5,3.6152341365814213,5.052110195159912,96.77686309814452
0.495,LSO,SubSaharian,1539.79,,7.4000000953674325,4.053547382354736,,35.21265029907227
0.53100002,AGO,SubSaharian,3771.2,25.78899955749512,6.0,2.134715557098389,,
0.792,BGR,EastEurope,13967.45,7.202000141143799,4.599999904632568,3.387006282806397,4.061970233917236,88.16580963134766
0.54799998,PAK,SouthAsia,2855.55,186.19000244140634,7.0,3.3811123371124268,2.464349985122681,41.17535018920898
0.73699999,PER,LatAm,9227.1504,30.80900001525879,6.699999809265138,2.538634538650513,3.6897799968719482,78.37956237792969
0.76200002,KNA,Caribbean,11237.75,,,,2.784240007400513,82.93193817138672
0.76200002,ALB,EastEurope,8516.7002,,7.0999999046325675,4.111338615417481,3.539439916610718,85.27821350097656
0.42500001,COD,SubSaharian,324.16,,7.0999999046325675,2.9574468135833736,2.245349884033203,
0.69400001,GAB,SubSaharian,14525.28,,5.5,2.875664710998535,2.666169881820679,
0.84600002,LTU,EastEurope,17559.75,2.931999921798706,4.199999809265137,3.930860996246338,4.612500190734863,96.36762237548828
0.71799999,DOM,LatAm,10376.63,,7.5999999046325675,2.636394500732422,,65.45761108398439
0.89300001,FIN,WesternDem,36958.211,5.427000045776367,2.299999952316284,5.859115123748778,7.168099880218506,94.00318145751952
0.75099999,GRD,Caribbean,8314.5596,,8.399999618530272,,,82.3596420288086
0.75800002,MEX,LatAm,13609.42,119.7129974365234,5.800000190734862,2.814059019088745,5.3134799003601065,67.40973663330078
0.69700003,UZB,EastEurope,7370.7202,29.74600028991699,6.300000190734862,,,92.20738220214844
0.60399997,BTN,SouthAsia,5639.02,0.765999972820282,6.800000190734862,4.0338730812072745,5.924600124359131,62.83831024169922
0.34700000000000003,CAF,SubSaharian,690.03998,,6.9000000953674325,,1.22393000125885,13.60074996948242
0.84500003,SAU,NorthAfrica,20872.711,30.770000457763672,3.7000000476837163,4.109292984008788,,87.83480834960938
0.92000002,IRL,WesternDem,46422.07,4.620999813079834,2.799999952316284,5.434197425842285,5.324570178985597,99.57335662841795
,MHL,Pacific,2833.97,0.0540000014007092,,,,64.4613037109375
0.94800001,NOR,WesternDem,57634.77,5.156000137329102,1.6000000238418581,5.048264026641847,7.373290061950684,95.2019271850586
0.72000003,VCT,Caribbean,7454.8799,0.1099999994039536,,,,
0.79400003,BRB,Caribbean,22888.971,0.2790000140666962,5.400000095367432,5.0402259826660165,6.573299884796143,99.42874908447266
0.77899998,MUS,SubSaharian,10944.54,1.261000037193298,4.199999809265137,4.234806537628174,4.91772985458374,83.88175964355469
0.79900002,KWT,NorthAfrica,64342.710999999996,3.999000072479248,3.0999999046325684,3.075769186019898,,83.57884979248047
0.50700003,ZWE,SubSaharian,15997.67,12.45899963378906,8.0,4.20008134841919,8.429329872131348,44.23696899414063
0.625,TJK,EastEurope,3592.6499,8.131999969482424,6.300000190734862,3.8404254913330083,5.232150077819824,83.22482299804688
